,,Michelle P,"Great sound, portable at a great price",21 Apr 2010,4.0 ,"I've really enjoyed this new gadget. I use it with my iPod nano (3rd generation), and bought it because I love to have music when I go in the backyard or to the beach with a few friends. Pros: Portable, easy to use, convenient, good protective case, very clear sound, doesn't take up the iPod battery. Cons: uses AAA batteries (not included), can't use full iPod volume - only 70% max volume, or it will ""scream"" and turn off. Would like it to be just a little bit louder, but does fill a good size room with sound. Almost as loud as my Dell laptop speakers which are great. Just a warning to make sure you don't test the full volume like I did as soon as I pulled it out the package. It basically finished the power on the batteries and I had to buy new batteries. Then I read the slip of paper inside the box that warned only to use up to 70-80% of iPod volume. Would have been nice to know before hand! But still very practical and very-used gadget. I get a lot of interested feedback from others asking me where I bought it and everyone is quite impressed with the sound coming out of such a small speaker. And for the price it is excellent!"
,,Joseph T.,IM227 vs X-Mini II,13 Jul 2012,5.0 ,"In my opinion, both the Altec Lansing IM227 (packaging says IMT227; device says IM227) and X-Mini II are well made although the X-mini has a very unique design, although smaller in size. However, the volume on the IM227 exceeds that of the X-mini by a good margin. I say this because I returned the X-mini since it was not loud enough for my needs and therefore purchased the IM227. I would venture to say that if the X-mini was the same size as the IM227 that the volume comparison would be very similar, although I still think the IM227 would win out. With regard to the quality of sound, I was satisfied with both devices but you may want to read other reviews for a more accurate description of the quality of the sound."
,,Betty the Librarian,Altec Lansing iM227 Orbit MP3 Speaker,27 Dec 2012,5.0 ,"This is without doubt the best-sounding, wireless, batteryoperated speaker I own. It is so convenient to use with music devices or portable TVs. I have a device that is attached to my cable box and when I turn the box on and its accompanying TV I can carry whatever I am watching on cable TV to any room or even the balcony. The sound on the little TV is not strong enough to hear over the water running, vacuum, etc. as I work from room to room but when I attach this little speaker it is great. Such a small but simply fantastic device. I marvel at it every time I use it. I also now own the device that charges regular batteries and I save a bundle by using regular batteries over and over and over."
,,The poor mans guide through the AMAZON,Its kind of loud,27 Jun 2012,2.0 ,"Which is the best thing i can say about this speaker. The sound quality really lacks but it is only 1 speaker trying to provide a simulated stereo sound. It does not. I also find the battery compartment very trifeling. First, it uses 3 AAA batteries. I use rechargables and its nearly impossible to charge 3 batteries. Most chargers require an even number to be charged at a time 2nd, the batteries fall out, as the metal cotacts do not grip or hold them in place. 3rd, the opening of the battery compartment is pretty easy but i always have a little trouble closing it back up. I have a general sense of dissappointment when I use it, which isn't often."
,,Spark Jonz,Just what I needed for traveling,04 May 2010,4.0 ,"I've been traveling a lot lately and wanted a small speaker system for my hotel room. This speaker was exactly what I needed! The sound is full and rich. The speaker is small and the travel case is a nice touch. I previously had some Creative Travel speakers and several low cost, worthless speakers, and this one really impressed me in its quality leap from others I have used. I tried out several new alternatives available at the audio store in the San Francisco airport and this one made my jaw drop compared to iHome's and others. My only complaint is that it is strictly battery driven. While this keeps things really simple when traveling, and the battery lasts a long time, I would like to be able to leave it on without killing the batteries. Specifically, its nice going to sleep to music, and with this speaker, I have to turn it off as I slip into sleep. But regardless, I would recommend this to anyone looking for a travel speaker. Sounds great, very portable, long battery life. Excellent!"
,,D. Hyatt,electronic accessories,27 Jun 2012,5.0 ,"This little speaker is excellent, in my opinion. I got it for my new Kindle Fire and it works very well and is quite clear and loud, for such a small single speaker. I was on a trip soon after I got this and didn`t ( and still don`t) have anything in my Kindle yet, but did try it on my Kindle, and it sounded good. I always take my laptop. I used it with my lap top and it sounded many times over, better, than the tinny sound lap top speakers always have. It has no volum control but it still suits me. You either use it with the volum on or off, right? I was out of state at a Reunion and my traveling buddy said he wants one. My brother came to my runion from another state for a short visit and he said he wanted two of them ;-)"
,,Rebekah Plantz,Awesome.,23 May 2013,5.0 ,"I was weary about buying this speaker because it was getting mixed reviews but I'm glad that I went for it anyway. I couldn't wait to try this speaker out and I am thoroughly impressed with it. I got it to listen to my ipod and to watch movies and shows on my computer. I am now watching shows with the volume on 20% instead of cranked all they way up. This speaker is amazing and I would definitely recommend it to anyone who is looking for a speaker. As a lot of the other reviews have said, the cord is extremely short. This, however, in my eyes, is the only downside. Besides the short cord, this product is simply amazing. I fell in love with it instantly."
,,Vegas Dave,Why is the cord so &%$#%^ short?,24 Aug 2009,3.0 ,"I bought this with the intention to use it in place of larger stereo speakers on my desktop computer as I'm very short on desk space. Also to use as a speaker for my laptop as it's internal speakers are a joke. Not planning on enjoying my mp3's at high volume or other high end audio listening- I'll use my headphones for that. Overall I'm happy with the sound quality. It's far beyond what you'd expect from this small single speaker. My main problem is the tiny short cord- it's only 8"" long with no extension, so unless you want this speaker parked right next to your audio source you'll need to get an extension. Right now I have it plugged into the headphone jack of my Dell desktop and the cord isn't long enough to set it anywhere up on my desk. Oh well, I'm off now to Walmart to see if I can get a cheap cord extension."
,,Steven Newton,Amazing sound for such a compact speaker,26 Jan 2011,5.0 ,"I bought this to listen to tunes with my friends while we play disc golf. I needed a rugged speaker to go in the mesh outside pocket of my disc bag. After a quick search, this speaker looked perfect. It just came today, and I hooked it to my pc and queued up my go-to speaker torture test -- Unchained by Van Halen. Wow, this little speaker rocks! Surprising volume and bass level. The carrying case looks rugged. I'm a little concerned about the connector cable; it looks a little weak, we'll see over time. I also wish it was longer, and as long as I'm complaining over something so minor, it would be cool if the cable had a retracting reel. But whatever, you can't expect too much for such a good price. We'll also see how it does for playing time with just 3 AAA batteries. All in all, I'm thrilled with my purchase, and would heartily recommend this speaker."
,,AmaAddict,"Good sound, feels cheap",12 Jul 2011,4.0 ,"The sound is very good. It's not ""audiophile"" quality and it's mono, but it's a big step up from my netbook's built-in sound. Before, my netbook could get loud enough that I could watch a show on Hulu at 100%, but it was easily drowned out. With this, it's roughly twice as loud and now it's at a far more comfortable volume. However, I would have really liked it if this could have even gone a little louder. It's fairly compact and smaller than I thought it would be with a diameter of 3 3/8"" and a height just over 2"". When you put the batteries in, you have to really push them in until they snap. I made the mistake originally of thinking that the batteries were in place when they really weren't. The only control is a (physical) power switch. There's no volume control - you'll need your device's volume control for that. The packaging is ""environmentally friendly"" and basically requires you to destroy the packaging in order to get the speaker out. In the packaging is a lanyard - why? I don't know. Do they expect you to carry this around on your wrist? The real downside is that the audio cable feels cheap and flimsy. I hope that this will last me a long time, but I'm doubtful considering the cable. It does have a one-year warranty."
,,CBradio4carbeds,Not worth extra price just for a case: Go with iM-227,01 Sep 2011,4.0 ,"First off, I must say that I love this little speaker. It is absolutely wonderful. Having said that, after ordering the iM-237, assuming that the extra price was for more than just a case, I received the iM-227 instead. I emailed the seller telling them the problem and they told me that the only difference between the 2 is the case and the color. I told them how I thought that numbering them differently was misleading and the extra price is not worth it just for a case. I requested to be charged for the iM-227 instead, but they just mailed me the case and that was that. I love this speaker, but my suggestion would be to save some money and just buy the iM-227 instead since it's the same speaker, just different color and no cheap case to go with it."
,,C. Soda,Cool Little Speaker,10 Jun 2011,5.0 ,"This little speaker is amazing. It's small, lightweight with great sound. The first time I used it, my family was begging me to turn it down, no kidding. It's a great little speaker. I have had it over a month now of pretty steady use and no signs of the batteries giving out. Easy on/off switch. Only negative that I can find about it is that doesn't have it's own volume control. The computer or ipod that you are attaching it to is where you control the volume. No big deal in my eyes. I use it in my great room, attached to my laptop so I can listen to my favorite radio station which doesn't come in so great at home. I connect via my computer and the sound fills my the room. It's not like an expensive stereo system, but much better than my laptops speakers, so big plus."
,,DudemanLA,I like it,27 Jan 2012,5.0 ,"I use this mainly for listening to podcasts as my iPhone speaker is not loud enough and has no bass. This speaker is perfect for that. It takes 3AAA batteries. It comes with a loop to attach to the side. It's one speaker so it's better than the iPhone speaker but I wouldn't have too high expectations for music although it's pretty good. I like this better than the iHome single speaker. If you attach this to an iPhone dock you need to use the iPhone universal dock as the normal dock will disable the on screen volume controls but the universal dock you can still use the on-screen volume and use an apple remote. I don't mind the cord being short as it's easier to travel that way, and it's usually right next to the iPhone anyway. You could buy and cord extension at radio shack if needed"
,,LH,The BEST!,23 Feb 2013,5.0 ,"One day at the airport, I went into the electronics store and the person was demonstrating this speaker. At the time my old cassette recorder worked. Then it died and couldn't be repaired. Therefore I was stuck purchasing an MP3. My concern was how am I going to hear it to vocalize while I shower. The answer was even at it highest, I couldn't really hear it. Then I remembered my experience at the airport the year before. I searched for this Orbit and found it. It's WONDERFUL. I don't even have to turn the MP3 up to half, and my Orbit projects sound loudly enough that I can hear it even when in the shower. Yeah!!!!!"
,,TeamHonn,Great Speaker - Battery Only,04 May 2012,5.0 ,"This is a great little speaker. I like that it uses aaa bat. that are small and easy to carry extra ones, it requires 3. The speaker is a little bigger than I thought it would be so check the size if you want a very small speaker that folds out, this one is does not. Sound quality is really great. Also be aware that it does not have a seperate sound volumn button on the speaker itself, you have to control the sound from your device which could limit to overall volumn you are are able to get. There is no option for a AC adapter for this speaker which is the one thing that I really wish it had. Overall great little speaker. I will be looking for another one for use in hotel rooms that has a AC option, but this one will for sure be going to the beach with us and used for listening to Jimmy Buffet on XM on the back deck!."
,,"Jeff Maziarek, author of Codi's Journey",Excellent portable speaker,17 Nov 2010,5.0 ,"I bought this speaker in August 2010 along with an MP3 player that I intended to use on the beach during our vacation. While using it I found the sound quality to be quite good, and the overall construction of it is very solid. On the day it arrived I loaded the required three AAA batteries into it and they are still powering it today (mid-November) despite it being used for hours at time during the three week vacation, and several times here at home as well. The only complaint I have about this speaker is that the connecting cable is only 9 inches long; in my view a full 12-inch length would have made it even more flexible. Even with that limitation I still highly recommend this product for anyone looking for a portable speaker."
,,Consumer,5-6 Hours of Use Total... Very Bad Costumer Service,16 Sep 2013,1.0 ,"I bought this in May and once in a while used it for short times; at most my usage did not exceed 5-6hrs total; always with a lower volume and no accident happened as this speaker was on my desk all the time. In early August, once I connected it to my laptop and as I turned it on, the light was red and instead of playing the sounds there was a very loud noise. Weeks ago, I remembered that the product had a warranty and contacted the costumer service. Their short answer was that because I have not buy this product from an ""authorized seller"" the warranty is not valid anymore... They said I should contact the seller which also didn't work. Well.. good job Altec finding ways around costumers, so you sell the garbage product and make profit but you sell it to ""unauthorized sellers"" so the warranty is meaningless... and what is an authorized seller for this tiny product?!! And interestingly there are no points in which authorized sellers are mentioned in the warranty paper or their website... but who would bother taking any serious legal action for a 19$ speaker."
,,Anony Mouse,Great product!,02 Jun 2009,5.0 ,"I don't want to use earphones all the time because I don't want to be pre-maturely deaf. This portable speaker is a great solution for my audio needs. You can't expect the best audio quality from such a small single speaker but for what it's for, it serves well. To make the sound quality decent, turn off all EQ setting in your MP3 and don't turn the volumn all the way up (80% is about maximum before the sound gets distorted). It is so light weight and good looking. I can bring it to the park or the beach, have it in the car (hate the radio/MP3 converter), or use it at home. The price from Amazon is the best I can find for this product. So, what are you waiting for? Get one and save your hearing."
,,DK,best little speaker EVER !!!,30 Apr 2012,5.0 ,I was very nervous about ordering this speaker. I had looked at alot of reviews on other speakers and came across this one. Most of the reviews on this speaker were positive so I thought well if its not all its cracked up to be then I can always send it back. WELL you will not be getting it back. The sound is incredible !! Its the perfect size for travel and it fits nice in a cup holder in my car. My kids hook up thier Ipods to it and listen all day. There is no tin sound that you get with other speakers. I would definately recommend this product to other people. Please do yourself a favor and order this speaker if your looking for a good portable speaker !!
,,IllWill718,"Best Portable Speaker, Great Product!",28 May 2009,4.0 ,"Just noticed I wrote this review five years ago and guess what this speaker still works like new... I bought this speaker for me to use with my Creative Zen:M MP3 player when I'm working out in my backyard. I used it in the house for a few days and i loved it. It's loud and has great base. Doesn't sound all muffled and basey when you turn your volume all the way up. I figured that was only indoors, but i was wrong. When i finally took it outside for my workout i discovered that the sound was loud, clear, and had good base outside aslo. I now use this speaker every where, in the Kitchen, the bathroom, the laundry room etc. This is by far the (at this price)best portable speaker on the market. It also has good battery life. Battery last for 24hrs of music playing. not bad for 3 AAA's."
,,DWS,Altec Lansing iM-237 Speaker a great deal!,05 Feb 2010,5.0 ,"I really appreciate everyone who gives feedback, it's my turn. The summary: It's a great speaker for the price! Super compact with a nice case. 2 inch polypropylene cone speaker with a rubber rolled edge in an acoustically sealed enclosure (not ported); this allows for a very balanced mid-range tonal quality. Get 3 rechargeable AAA batteries and you're set for portable sound. It is loud enough and clean enough to fill a good size room as long as there is no competing background noise. I personally use the case to prop the speaker to a 45 degree angle for better sound projection in a large room. As someone already jokingly mentioned, ""it is not a replacement for a home stereo,"" but it is a great portable speaker for the price!"
,,BrooklynBeka,Great sound in a small package and affordable!,29 Jan 2016,5.0 ,"Great sound from such a little thing! okay it's not the smallest portable speaker you'll find but it delivers clear rich sound to fill a room. Great price point too! Got myself and my mom one! We use it for readings and music, the latter being my preferred use, that's when it will amaze you!"
,,Crazy Knitter,"Really impressed, nice sound, and loud!",07 Jul 2011,4.0 ,"I bought a NOOK Color a few months ago, love it, but the sound is very low, and you have to be right on it to hear it, and I have a lot of music and audio books on it, and wanted to listen while cleaning or knitting, and someone told me they had bought the Altec Lansing iM-237 Orbit Ultraportable Speaker for MP3 Players (Silver) for their Nook, so I bought it, it came this morning, I immediately plugged it in, and had to turn the sound down! All I can say, is WOW! So nice to not have to be right on top of the NC to be able to hear it. Now I can take it from room to room with me and listen to it while I am doing something else. It says the 2.5mm adapter doesn't come with it, but it did with mine, so if you want it for your cell phone, that is good. The only complaint I have (so far), is that the speaker cable is so short, I cannot hold the Nook up and read while listening to music on it. I went to the Altec Lansing website, and it says you can buy an extender cable for it, and that they come in different lengths, so that is what I will do. So far I am very happy with it. If anything changes, I will update my review. I gave it 4 stars because of the cable being so short."
,,MK,Excellent Speaker,09 Mar 2013,5.0 ,"I use this speaker to amplify my iPhone during music and movement classes I teach with babies, toddlers, and preschoolers. It works wonderfully! I can use it in any size classroom or performance room, but it probably wouldn't be good for a cafeteria, auditorium or large venue about that size. I used one for about 2 years, and finally had a fray where the speaker connected to the iPhone. I probably could have gotten it fixed, but I decided to just get a new one. Also, my husband uses one in his office to listen to his music during the day. We really love our Altec Lansing speakers! Would recommend to anyone!"
,,Lisa Stull,DON'T BUY,10 Jul 2012,1.0 ,"Received this speaker and didn't work. Must have been one of the duds some reviewers spoke of. Fine, it happens. But dealing with ALTEC IS A NIGHTMARE. Terrible customer service, made it impossible for an exchange. Will never order an Altec product again. Returned to Amazon and bought an iHome speaker which is what I should have bought in the first place. Much better reviews and sold from Amazon so if there is a problem, hopefully will not be difficult to deal with. BUYER BEWARE."
,,Mark V. Loucks,Perfect for what I wanted--the Altec portable speaker,05 Jan 2010,5.0 ,"After careful research both here at Amazon, at the Altec site, at Best Buy, and several other similar sites, I decided to buy this speaker. I have an MP3 player and a laptop which I didn't always want to be tethered to when I wanted to listen to books, music, podcasts etc. I needed something small for travel, but loud enough to be heard in my car, or a motel room, even outdoors. This little jewel of a speaker fits the bill nicely. Its loud enough to be heard in any room and even in a noisy car. I didn't want to spend $50 or more for something to listen to my MP3 in the car. I was worried this speaker wouldn't' have enough umph, but it works just fine. My wife and I carried it around on a cold winter day in late December when we were planting small trees. It was around Xmas time and we listened to the XMAS season songs I had on the Sansaclip. Even in the wind and cold, we heard the music just fine, though we did have to carry it around with us to the various spots where we planted the seedlings. It also works just fine with my laptop and belts out the music, lectures, audio books and podcasts just fine. I am very happy with it. I told a friend who also has a Sansaclip to listen to audio books, he bought one and loves it as well."
,,T. Ater,Really Pleased with this Speaker!,13 Jun 2013,5.0 ,"NOTE: Please excuse how poorly this review was written, I was trying to keep it short so it is almost just a list of facts... I had to write a review even though it will be so far down the list as to never be seen. IT was the one star reviewers that made me feel I needed to chime in. Some of them probably got a defective one, (which is frustrating) and I guess I can understand being upset and writing a bad review, but I also see people who clearly expected way too much from a tiny, battery powered $20 speaker. I also saw some from people who just don't ""get it"", so with this many reviews, you do have to expect a certain number of bad reviews. That being said, I am blown away at how good this little $20 speaker sounds! This is not a speaker to use if you are planning to blast your music in the garage as you work on your car or set on the patio table and listen to podcasts while you weed-eat! However, if you are going to play music or listen to spoken word stuff at a normal conversational, or even a bit louder level, this is a great speaker! I use it a minimum of 30 minutes a day, (usually at least twice that) while I take a shower and get ready, or when I am doing things in rooms other than the room where my computer is. I wish I could tell you how long the batteries last, but it has been so long since I replaced them I can't remember when it was. A long time is all I can say, and that is sing it at around 60% - 70% volume out of an iPod Touch. (I use regular Energizer batteries) And that includes several nights of being left on for 24 hours unplugged from the iPod. I mostly listen to audiobooks, but occasionally play music through it as well. When I have had to turn it up to around 80% - 85% to hear it over other noise in the room, it occasionally breaks up a bit with certain tones, but when it does I just bump it down until it doesn't do that, and it is still loud enough. The only quality issue (if you can call it that) that I could comment on, is you might need to take a small screwdriver or nail file, and bend the contacts in the battery case out a bit to hold the batteries more securely. The ONLY time this was needed was when I first changed the batteries, and all I had in the drawer were some cheap, off-brand batteries that had come with some other electronic device, to hold me over until I bought some new Energizers. Honestly, that was more the fault of the batteries than the speaker. The sound is crisp and clear when being used as it is meant to be used, and sounds better than any other small portable speaker I have heard, including a dual speaker AC only unit I have with an iPod dock in it. I am tempted to buy another one or two of these to keep on hand for when I finally either break, or wear this one out I love this speaker, and it is absolutely perfect for my needs."
,,Serene Night,Awesome little speaker,16 Feb 2010,5.0 ,"After my cigarette lighter adapter in my truck broke off, I rely on these portable little speakers to listen to my audiobooks in my vehicle. This one is the best I've come across. The sound is great, and it is extremely convenient to use as there are no hinges and other parts. I don't use the case, although it is quite cute. My only real complaint is I find putting the battery cover back on a bit of a challenge. I broke a small piece of plastic quite easily while trying to re-attach. It still works, though. Also, at times, my ipod will disconnect- but this could be due to motion in my car. I purchased another just to have a spare on hand. Very nice."
,,hobbiteer,Impressed,07 Dec 2011,4.0 ,"I bought both this and the M237. This speaker does have a stronger bass experience than the M237 and is also louder. However, with the volume being louder, it is more prone to distortion. The M227 does not handle the mids and highs as well as the M237. Overall, this speaker is a very impressive little thing. It definitely allows your phone to kick some tunes out and is pretty enjoyable. Just be aware that it may distort. Especially at high volumes. In the video, I started the clip with the M237, then after 34 seconds switched over to the M227. I played the same clip, at the same volume on my PC. After the the M227 had it's 34 seconds, I restarted the clip, and switched back and forth between the speakers every 3-4 seconds to show the differences. The distortion heard from my camera is wasn't noticeable when I checked it. Hope it helps."
,,mao_soup,Great little speaker,14 Nov 2010,5.0 ,"I have this and also the X-Mini II Capsule Speaker. Both are great for the price and have their own strengths and weaknesses. This speaker is bigger and not able to be stuffed in a pocket, unless it's your coat, or cargo pants. The x-mini can be stuffed in a pants pocket (for guys anyway). The orbit has better overall sound, deeper response and is louder. Also it uses aaa batteries. The x-mini is rechargeable via mini usb. Both have very long battery run times. For portability, x-mini wins easily. For better and louder sound, this orbit definetely wins. I like having both. I keep one in my room and one it the bathroom. I love these little things and use them everyday."
,,J. Atkins,Awesome product,01 Apr 2011,5.0 ,"I've used the iM-237 for a couple of years and it is one of my favorite gadgets. From in the stock room at work to hotel rooms on vacation, this little guy kicks out the jams. The battery life is phenomenal, using it every day at work 2-6 hours a day it would regularly last for over a month on the batteries. My only complaint is the lack of a dc-in port to plug it in when the batteries do run out, or if you wanted to use it stationary. That said, the price, quality, and usefulness means this is always with me when I am on the go. Volume and sound quality are great for the size; meaning its no high end receiver, but for its size it make room filling, crowd pleasing noise. I usually attach it to my iPhone and listen to Pandora, for this it is pretty much perfect."
,,M. Stefanko,I love this thing,24 Mar 2011,4.0 ,"This is the smallest, useable, speaker i've ever owned. I've been using this for a long time. The sound fills a room, and when using this with my phone...an extremely portable set up thats great for a lot of purposes. Many people have been impressed with how loud and clear this is. And although bass isnt great(why would it be with the size of this), it's been wonderful. My only major complaint is the lack of automatic shut off, or at least a better method for turning it on and off. This is a big one, button can easily be hit when in a bag, and I leave it on all the time by accident. Because of that, the batteries die a lot. Speaker itself must be pretty good for me to overlook something that causes me to buy twice the number of batteries I would be buying if it was designed well. But, really, away from that design flaw, it's fantastic."
,,VicP,Nice speaker,19 Jul 2011,3.0 ,"Very easy to use. The connecting cord is only about 7 inches long. A little longer would have been nice. 1/15/13 Update: The speaker has a little on/monitor light which is green when the unit is on and red when the unit is on and the batteries are supposedly low. I've found that on my unit the light goes red when there is still quite a lot (10+ hours) of power left in the batteries. I would recommend not changing the batteries when the light goes ""red"", but rather just keep using the speaker until the batteries don't support your desired sound volume. Also, the connecting cord is very delicate an prone to breaking. You need to be very careful with it."
,,Mike Callery,Cranks out Nicely,17 Dec 2013,5.0 ,"I've bought a few of these little speaker contraptions over time and been so-so pleased with them. This little speaker does pretty good. You are not going to get fantastic separation of sounds with a single cone speaker but it's nice. It allows me to plug it in to my iPad and catch a movie with more the decent sound. Sometimes the iPad speakers, facing away from you, just do not cut it but this does a good job and I never found a time when the sound was not clear. I would definitely recommend it and may get another."
,,David J. Atkinson,Small package - big sound,16 Oct 2011,5.0 ,"A simple concept - an amplified speaker in a can about 1/4 the size of a can of soda. One button. One plug, which stows nicely on the bottom. Plug it into your iPhone, computer, whatever. Instant portable sound that people don't have to struggle to hear. Now you don't get much of any bass from this -- you MUST have a big speaker to get good bass. But everything else is great. I use it with my iPhone to get tunes out near my BBQ or the pool, or in the car on trips for podcasts. Perfect for any voice sources like NPR. Inexpensive and a winner. Would make a great gift."
,,Prairie Crone,"great little speaker, BUT beware the banshee howl...",02 Apr 2011,5.0 ,"... when its batteries die. Don't know if they all do this, but beware when the little green indicator light turns red. When the batteries die completely (on my bedside table in the dead of night, twice now), it lets out a horrible, very loud buzzing whining noise that DOES NOT stop until you pry the not-so-easy to pry back off and remove the batteries. I guarantee this will freak everyone and their cats out the first time it goes off. Other than that, it's great. I use it instead of the rather feeble speakers on my laptop for streaming audio and video. What's nice is that you get very clear sound at lower volume levels for when you just want to watch something, not rock the house."
,,JupiterRayne,"Powerful, Portable, & Addicting!",25 May 2011,5.0 ,"Loved it. Matched up with the reviews and sounded so wonderful! Cant believe I got it for such a great cost! This speaker system requires 3 triple a batteries, and the batteries last you well over 3 days of nonstop playing. I take this with me everywhere. While I am at work I connect it to pandora and let it play music in the background. Its loud enough to give good quality sound to the whole room that is probably well over 1000 square feet. I love using it first thing in the morning while I take a shower and I also use it on nights were a nice warm bath sounds just right. I have even used it at 1 of my parties where it worked wonderfully. Everyone always asks me where I got it and I always say Amazon!"
,,ANDRES PARDO,Surprisingly effective,27 Dec 2010,5.0 ,"I just love this little speaker! Being a portable speaker, I wasn't expecting much but the sound is surprisingly good. I use in the shower (not under it :), the car, the balcony, the office. A few days ago, I and a bunch of friends ended up dancing around it, placed on the floor! I couldn't believe it! The carrying case is a definite bonus, both aesthetically and functionally. The LED signaling whether it's on or off is very useful since saving batteries is a necessity. Of course, I use and recommend rechargeable batteries. I'm even considering carrying spares. 5 Stars it deserves, but of course there's room for improvement. First, the cover; very hard to twist back on since it only accepts one given position. I noticed the USB version (not interested) has a metal clip to make it stand at ana angle - I'd love that. An option to power it with AC would be nice, but then again it goes against its portability. One last comment: The instructions mention going at most 80% volume on the device but it's impossible not to get carried away sometimes and raise to the maximum. Not a problem, at least with my Fuze (which I also love), though I'm hoping there's some circuitry that avoids damage to the speaker. Ah, great price!"
,,Maddam,Small & Convenient,17 Dec 2010,4.0 ,"This product is very useful in the bathroom, bedroom, etc. The chord that connects to the iPod from the speaker is a bit flimsy, but as long as you're careful, then no worries. Also, the off button is a bit inconvenient. The battery life on mine is about 6-8 hours. If you're someone who likes to turn the volume up all the way, then prepare for painful noises, because this little speaker cannot handle that. It's great for watching movies on a laptop. It cannot support a party, obviously. I would recommend this, because it's powerful for its size, it comes with a small carrying case (mine's almost too small for the speaker), and the chord stores conveniently at the bottom. Good buy!"
,,T.R.S.,Amazing volume and full sound in a tiny inexpensive package!,15 Jun 2011,5.0 ,"I've been using this speaker for well over a year, and I'm still amazed that it packs such a wonderful punch! It can be heard surprisingly loud for a small speaker, and even when the volume is turned up, there is very little distortion. On one set of batteries the power lasts an incredibly long time. After using it regularly for a couple of months, I started carrying an extra set of batteries just in case, but I continued to carry those spare batteries for months as the sound kept coming and the little light stayed green. The attached cord is short, but I feel that's ideal for portability purposes. Overall, if for some reason I need to purchase a portable speaker in the future, I will cross my fingers in the hope that this product is still available!"
,,Eli,Awesome travel companion,08 Jun 2011,5.0 ,"I bought this for use with my iPad. I travel internationally to the middle east where internet is slow, access is limited anyway (no hulu or netflix or any other streaming really) so I have to rely heavily on the media I bring with me. I pack my 64 gig iPad almost full of movies and tv shows, and to conserve space I buy SD content, not HD. As a result (for reasons I don't quite understand) the volume is MUCH lower on SD content, so when I am sitting on the bed of my hotel room with my iPad playing a tv show, I have it cranked all the way up struggling to hear it since it is still too quiet. This Altec Lansing speaker is THE perfect solution. It is loud, crisp and clear. It amplifies the sound the iPad gives and actually, in my opinion, makes it sound so much better. I can finally play music loud enough to actually hear it over the running water when in the shower too! Very happy with it... great build quality, comes with a nice pouch for easy travel."
,,B. Baker,Great portable Speaker for portable audio devices!,26 Nov 2011,5.0 ,"I recently bought a Motorola X2 Android cellphone and wanted better sound since the phone's internal speaker (like all cellphones) is pretty worthless for decent sounding music. I don't particularly like earbuds, so I hunted around and came up with this speaker as an alternative when I am not on the go. I am very impressed! The sound is very good and it will play at a room-filling volume without distorting. Although the bass notes won't rattle your walls, for it's small size it reproduces bass pretty well. Midrange and highs are very good. Contrast that with the phone's internal speaker which can't play music at any decent volume and can't reproduce bass notes at all, I am very satisfied with this speaker. BTW since this is only one speaker, of course it can't play music in stereo, but instead it plays a mix of both the Left and Right channels from your cellphone or other device. This speaker is small enough to easily fit into your coat pocket or backpack and uses 3 AAA batteries. I recommend it!"
,,MJD,Good little speaker,30 Dec 2010,4.0 ,"The positive reviews are accurate for this speaker. My only complaint is that the music loses too much clarity at low volume, which is how I need to listen to it at work. It's hard to hear the vocals sometimes. My old Phillips $15 speaker sounded much better at low volume, but it broke after less than a month. I have not had a problem with the Orbit accidentally turning on when in the case, as some complained. I just followed the advice of one reviewer, who said to align the on/off switch with the point where the zipper begins. I'm hoping that gentle care will prevent the cord from weakening, as some reviewers found. Overall, I recommend this speaker. At higher volumes, it sounds suprisingly good for its size. It's a good deal for the price. ADDENDUM: This speaker lasted about a year, then started making a loud, grating sound out of the blue. So factor in this information when making your purchase decision. I guess you get what you pay for."
,,C. Dideriksen,excellent for the money,16 Jan 2012,5.0 ,"This little pocket speaker is a must have for anyone who loves travelling with their music. Yes, there are better products out there if you are looking to spend over $100. However, nothing compares at this price point in terms of sound and quality. It gives a loud, full sound that easily fills a large room nicely. I use this speaker for outdoor parties, but best of all is for travelling overseas. The tiny footprint and light weight are perfect for luggage and the batteries alleviate the voltage compatibility problem. Plus if you were to accidentally lose it abroad, it is cheap enough to buy another without too much heartache."
,,Danielle Pierce,Great sound for just a little speaker!,11 Sep 2013,5.0 ,"I wanted a quality, small, portable speaker to use with my tablet, and that is exactly what I got! Like other reviewers have said, the cord is pretty short, but it's not difficult to find and attach a male/female audio extension cable to it. I like that there is a power status light to tell me when I am about to run out of battery. On that note, the batteries with which it comes only last maybe 8 hours, but I've been using namebrand batteries since and I've gotten over 24 hours out of them. Also like the carrying case."
,,arulfo,Impressed by durability and sound while driving.,06 Dec 2011,4.0 ,"I bought this speaker because I drive a classic car with a loud v8 engine and I wanted something that didn't require a large investment (like a stereo system being built into it) but still provided enough volume so I could enjoy music while driving without straining to hear it. I was impressed with the volume when I first heard it. You wouldn't expect as loud and clear a sound from a device this small normally, especially in a car with all the background noise. At times depending on the quality of the stream/music your are using, the speaker can scratch at full volume and higher frequency sound and lacks good lower end and bass sound however scratching for me was few and far between. The batteries lasted about eleven hours before the speaker volume started fading noticeably which surprised me because I had been expecting problems with the batteries much earlier with the amount of constant music I was listening to. As far as durability goes, the speaker is solid and heavy for its size, and seems well built. The only outstanding negative quality was the that the input cord is extremely short, about 4 inches. It is so short that trying to change or skip a song while driving is very difficult without moving the speaker itself, however I fixed this problem with a stereo extension cable which was about three dollars."
